AREA_NAME,YEAR,CATEGORY,POLICE_INJURED_BY_CRIMINALS,POLICE_INJURED_BY_RIOTOUS_MOBS,POLICE_INJURED_IN_ACCIDENTS,POLICE_INJURED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_INJURED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_INJURED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_INJURED,POLICE_KILLED_BY_CRIMINALS,POLICE_KILLED_BY_RIOTOUS_MOBS,POLICE_KILLED_IN_ACCIDENTS,POLICE_KILLED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_KILLED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_KILLED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_KILLED
NAGALAND,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2005, GAZETTED OFFICERS,1,8,0,0,0,0,9,0,0,0,0,0,0,0
SIKKIM,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005, GAZETTED OFFICERS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TRIPURA,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2005, GAZETTED OFFICERS,2,0,1,0,0,0,3,1,0,0,0,0,0,1
UTTARAKHAND,2005, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005, GAZETTED OFFICERS,0,3,0,1,0,0,4,0,2,0,0,0,0,2
ANDAMAN & NICOBAR ISLANDS,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2005, SUB-INSPECTORS,0,4,7,0,1,0,12,0,0,2,0,3,0,5
ARUNACHAL PRADESH,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2005, SUB-INSPECTORS,0,0,4,0,0,0,4,0,0,0,0,1,0,1
BIHAR,2005, SUB-INSPECTORS,0,0,1,0,0,4,5,1,0,0,0,3,0,4
CHANDIGARH,2005, SUB-INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CHHATTISGARH,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,2,0,2
DADRA & NAGAR HAVELI,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2005, SUB-INSPECTORS,1,1,2,0,0,0,4,0,0,1,0,0,0,1
GOA,2005, SUB-INSPECTORS,1,1,0,0,0,0,2,0,0,0,0,0,0,0
GUJARAT,2005, SUB-INSPECTORS,1,3,3,0,0,0,7,1,0,5,0,0,0,6
HARYANA,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,2,0,0,0,2
HIMACHAL PRADESH,2005, SUB-INSPECTORS,2,1,0,0,0,0,3,0,0,0,0,0,0,0
JAMMU & KASHMIR,2005, SUB-INSPECTORS,0,0,0,0,1,0,1,0,0,0,0,0,0,0
JHARKHAND,2005, SUB-INSPECTORS,0,0,1,0,2,0,3,0,0,0,0,1,0,1
KARNATAKA,2005, SUB-INSPECTORS,3,7,3,0,0,0,13,0,0,0,0,0,1,1
KERALA,2005, SUB-INSPECTORS,6,25,5,0,0,0,36,0,0,0,0,0,0,0
LAKSHADWEEP,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2005, SUB-INSPECTORS,8,8,0,0,2,0,18,0,0,0,0,0,0,0
MAHARASHTRA,2005, SUB-INSPECTORS,4,31,6,2,1,0,44,0,0,4,0,6,0,10
MANIPUR,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005, SUB-INSPECTORS,0,13,0,0,0,0,13,0,0,0,0,0,0,0
MIZORAM,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2005, SUB-INSPECTORS,1,2,0,0,2,0,5,0,1,0,0,0,0,1
PUDUCHERRY,2005, SUB-INSPECTORS,0,1,1,0,0,0,2,0,0,0,0,0,0,0
PUNJAB,2005, SUB-INSPECTORS,1,0,0,0,0,0,1,0,0,3,0,0,0,3
RAJASTHAN,2005, SUB-INSPECTORS,2,6,2,0,0,0,10,0,0,0,0,0,0,0
SIKKIM,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2005, SUB-INSPECTORS,2,2,13,0,0,0,17,0,0,5,0,0,0,5
TRIPURA,2005, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2005, SUB-INSPECTORS,4,1,9,0,1,0,15,1,0,5,0,0,0,6
UTTARAKHAND,2005, SUB-INSPECTORS,0,0,2,0,0,0,2,0,0,1,0,0,0,1
WEST BENGAL,2005, SUB-INSPECTORS,3,32,16,3,2,0,56,0,0,2,0,1,0,3
ANDAMAN & NICOBAR ISLANDS,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006, ASSISTANT SUB-INSPECTOS,0,4,4,0,0,0,8,0,0,3,0,1,0,4
ARUNACHAL PRADESH,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2006, ASSISTANT SUB-INSPECTOS,1,0,0,0,0,0,1,1,0,0,0,0,0,1
BIHAR,2006, ASSISTANT SUB-INSPECTOS,0,1,0,0,0,0,1,0,0,0,1,2,0,3
CHANDIGARH,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2006, ASSISTANT SUB-INSPECTOS,0,0,1,0,2,0,3,1,0,0,0,1,0,2
DADRA & NAGAR HAVELI,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2006, ASSISTANT SUB-INSPECTOS,0,6,2,0,0,0,8,0,0,3,0,0,0,3
GOA,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2006, ASSISTANT SUB-INSPECTOS,0,7,2,0,0,0,9,2,0,8,0,0,0,10
HARYANA,2006, ASSISTANT SUB-INSPECTOS,3,3,2,0,0,0,8,1,0,9,0,0,0,10
HIMACHAL PRADESH,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006, ASSISTANT SUB-INSPECTOS,0,0,2,0,3,0,5,0,0,0,0,4,0,4
JHARKHAND,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,2,0,2
KARNATAKA,2006, ASSISTANT SUB-INSPECTOS,1,8,4,5,0,0,18,0,0,1,0,0,0,1
KERALA,2006, ASSISTANT SUB-INSPECTOS,3,3,2,0,0,0,8,0,0,0,0,0,0,0
LAKSHADWEEP,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2006, ASSISTANT SUB-INSPECTOS,11,6,1,0,0,0,18,0,0,1,0,0,0,1
MAHARASHTRA,2006, ASSISTANT SUB-INSPECTOS,7,30,14,0,4,0,55,0,0,8,0,0,0,8
MANIPUR,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MEGHALAYA,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2006, ASSISTANT SUB-INSPECTOS,0,3,0,0,0,0,3,0,0,1,0,0,0,1
PUDUCHERRY,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2006, ASSISTANT SUB-INSPECTOS,1,3,0,0,0,0,4,1,0,5,0,0,1,7
RAJASTHAN,2006, ASSISTANT SUB-INSPECTOS,3,7,4,0,0,0,14,0,0,3,0,0,0,3
SIKKIM,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2006, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006, ASSISTANT SUB-INSPECTOS,3,21,18,5,0,0,47,0,0,6,0,0,0,6
ANDAMAN & NICOBAR ISLANDS,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006, CONSTABLES,7,48,101,1,4,0,161,0,0,29,0,4,0,33
ARUNACHAL PRADESH,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2006, CONSTABLES,0,2,0,0,21,0,23,2,0,4,0,8,0,14
BIHAR,2006, CONSTABLES,5,12,5,1,2,0,25,1,1,5,1,0,0,8
CHANDIGARH,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,2,0,0,0,2
CHHATTISGARH,2006, CONSTABLES,0,0,2,2,18,0,22,4,0,6,0,10,3,23
DADRA & NAGAR HAVELI,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2006, CONSTABLES,2,51,12,0,0,0,65,0,0,23,0,0,0,23
GOA,2006, CONSTABLES,1,8,2,0,0,0,11,0,0,0,0,0,0,0
GUJARAT,2006, CONSTABLES,4,18,9,2,1,0,34,0,0,18,0,0,0,18
HARYANA,2006, CONSTABLES,1,1,11,0,0,0,13,1,0,24,0,0,0,25
HIMACHAL PRADESH,2006, CONSTABLES,1,16,0,0,0,0,17,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006, CONSTABLES,0,28,10,0,101,0,139,0,0,6,0,33,0,39
JHARKHAND,2006, CONSTABLES,2,25,3,0,2,0,32,0,5,0,0,16,0,21
KARNATAKA,2006, CONSTABLES,5,150,38,42,2,0,237,1,0,6,0,0,0,7
KERALA,2006, CONSTABLES,46,76,22,2,1,0,147,0,0,1,0,0,0,1
LAKSHADWEEP,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2006, CONSTABLES,46,27,12,0,0,2,87,11,0,10,0,0,0,21
MAHARASHTRA,2006, CONSTABLES,34,321,84,1,60,0,500,1,2,54,0,3,0,60
MANIPUR,2006, CONSTABLES,0,0,0,0,5,0,5,0,0,0,0,5,0,5
MEGHALAYA,2006, CONSTABLES,0,8,0,0,0,0,8,0,0,0,0,0,0,0
MIZORAM,2006, CONSTABLES,0,0,0,0,0,0,0,1,0,0,0,0,0,1
NAGALAND,2006, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2006, CONSTABLES,11,27,2,0,13,0,53,0,0,3,0,2,0,5
PUDUCHERRY,2006, CONSTABLES,4,0,0,0,0,0,4,0,0,0,0,0,0,0
PUNJAB,2006, CONSTABLES,4,5,12,0,0,0,21,3,0,53,0,0,5,61
RAJASTHAN,2006, CONSTABLES,14,90,20,0,0,0,124,2,0,32,1,0,0,35
SIKKIM,2006, CONSTABLES,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TAMIL NADU,2006, CONSTABLES,0,1,148,0,0,0,149,2,0,14,0,0,0,16
TRIPURA,2006, CONSTABLES,0,0,1,0,13,0,14,0,0,1,0,7,0,8
UTTAR PRADESH,2006, CONSTABLES,18,9,25,5,0,9,66,9,1,83,1,0,2,96
UTTARAKHAND,2006, CONSTABLES,0,0,13,0,0,0,13,1,0,4,0,0,0,5
WEST BENGAL,2006, CONSTABLES,27,109,106,8,0,0,250,3,0,12,1,0,0,16
ANDAMAN & NICOBAR ISLANDS,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006, HEAD CONSTABLES,0,11,6,0,2,0,19,0,0,8,0,1,1,10
ARUNACHAL PRADESH,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,1,0,2,0,3
BIHAR,2006, HEAD CONSTABLES,0,2,0,1,1,0,4,2,0,1,0,0,0,3
CHANDIGARH,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2006, HEAD CONSTABLES,0,0,1,1,6,0,8,1,0,1,0,2,0,4
DADRA & NAGAR HAVELI,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2006, HEAD CONSTABLES,1,15,2,0,0,0,18,0,0,5,0,0,0,5
GOA,2006, HEAD CONSTABLES,0,1,0,0,0,0,1,0,0,0,0,0,0,0
GUJARAT,2006, HEAD CONSTABLES,2,17,3,0,0,0,22,0,0,13,0,0,0,13
HARYANA,2006, HEAD CONSTABLES,6,1,5,0,0,0,12,0,0,17,0,0,0,17
HIMACHAL PRADESH,2006, HEAD CONSTABLES,0,5,1,0,0,0,6,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006, HEAD CONSTABLES,1,3,3,0,10,0,17,0,0,2,0,11,0,13
JHARKHAND,2006, HEAD CONSTABLES,1,0,2,0,1,0,4,0,0,0,0,0,0,0
KARNATAKA,2006, HEAD CONSTABLES,4,14,10,11,0,0,39,0,0,1,0,0,0,1
KERALA,2006, HEAD CONSTABLES,6,11,3,0,0,0,20,0,0,0,0,0,0,0
LAKSHADWEEP,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2006, HEAD CONSTABLES,11,12,6,0,0,2,31,2,0,5,0,0,0,7
MAHARASHTRA,2006, HEAD CONSTABLES,9,82,25,4,3,0,123,0,1,24,0,0,0,25
MANIPUR,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006, HEAD CONSTABLES,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MIZORAM,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2006, HEAD CONSTABLES,1,9,0,1,0,0,11,0,1,1,0,1,0,3
PUDUCHERRY,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2006, HEAD CONSTABLES,1,5,15,0,0,0,21,0,0,22,0,0,2,24
RAJASTHAN,2006, HEAD CONSTABLES,2,12,6,0,0,0,20,0,0,3,0,0,0,3
SIKKIM,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2006, HEAD CONSTABLES,4,3,53,0,0,0,60,0,0,25,0,0,0,25
TRIPURA,2006, HEAD CONSTABLES,0,0,0,0,2,0,2,0,0,0,0,2,0,2
UTTAR PRADESH,2006, HEAD CONSTABLES,3,4,6,0,0,0,13,3,0,11,0,0,1,15
UTTARAKHAND,2006, HEAD CONSTABLES,0,0,2,0,0,0,2,0,0,1,0,0,0,1
WEST BENGAL,2006, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006, INSPECTORS,0,12,4,0,0,0,16,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2006, INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CHANDIGARH,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2006, INSPECTORS,0,0,0,0,1,0,1,0,0,1,0,0,0,1
DADRA & NAGAR HAVELI,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2006, INSPECTORS,0,9,0,0,0,0,9,0,0,0,0,0,0,0
GOA,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2006, INSPECTORS,0,6,0,0,0,0,6,0,0,0,0,0,0,0
HARYANA,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006, INSPECTORS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006, INSPECTORS,0,0,0,0,2,0,2,0,0,0,0,1,0,1
JHARKHAND,2006, INSPECTORS,1,1,0,0,1,0,3,0,0,0,0,0,0,0
KARNATAKA,2006, INSPECTORS,0,12,2,2,1,0,17,0,0,0,0,0,0,0
KERALA,2006, INSPECTORS,1,9,1,0,0,0,11,0,0,0,0,0,0,0
LAKSHADWEEP,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2006, INSPECTORS,8,3,0,0,0,0,11,0,1,0,0,0,0,1
MAHARASHTRA,2006, INSPECTORS,4,27,5,0,0,0,36,0,0,2,0,0,0,2
MANIPUR,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MEGHALAYA,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2006, INSPECTORS,1,4,0,0,0,0,5,0,0,1,0,0,0,1
PUDUCHERRY,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2006, INSPECTORS,0,1,0,0,0,0,1,0,0,1,0,0,0,1
RAJASTHAN,2006, INSPECTORS,1,8,1,0,0,0,10,0,0,1,0,0,0,1
SIKKIM,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2006, INSPECTORS,3,1,9,0,0,0,13,0,0,2,0,0,0,2
TRIPURA,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2006, INSPECTORS,0,1,0,0,0,1,2,1,0,0,0,0,0,1
UTTARAKHAND,2006, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006, INSPECTORS,1,7,1,0,0,0,9,0,0,1,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006, GAZETTED OFFICERS,0,6,0,0,0,0,6,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2006, GAZETTED OFFICERS,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BIHAR,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2006, GAZETTED OFFICERS,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2006, GAZETTED OFFICERS,0,6,0,0,0,0,6,0,0,0,0,0,0,0
GOA,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2006, GAZETTED OFFICERS,0,1,0,0,5,0,6,0,0,0,0,0,0,0
JHARKHAND,2006, GAZETTED OFFICERS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
KARNATAKA,2006, GAZETTED OFFICERS,0,8,0,4,0,0,12,0,0,0,0,0,0,0
KERALA,2006, GAZETTED OFFICERS,0,3,1,0,0,0,4,0,0,0,0,0,0,0
LAKSHADWEEP,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2006, GAZETTED OFFICERS,5,6,0,0,0,0,11,0,0,0,0,0,0,0
MAHARASHTRA,2006, GAZETTED OFFICERS,1,26,0,0,0,0,27,0,0,0,0,0,0,0
MANIPUR,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2006, GAZETTED OFFICERS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
PUDUCHERRY,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2006, GAZETTED OFFICERS,0,3,0,0,0,0,3,0,0,0,0,0,0,0
RAJASTHAN,2006, GAZETTED OFFICERS,1,5,0,0,0,0,6,0,0,0,0,0,0,0
SIKKIM,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2006, GAZETTED OFFICERS,0,0,2,0,0,0,2,0,0,0,0,0,0,0
TRIPURA,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,2006, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006, GAZETTED OFFICERS,2,4,0,0,0,0,6,0,0,1,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006, SUB-INSPECTORS,4,11,6,0,0,0,21,0,0,1,0,1,0,2
ARUNACHAL PRADESH,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2006, SUB-INSPECTORS,0,2,0,0,1,0,3,1,0,0,0,0,0,1
BIHAR,2006, SUB-INSPECTORS,1,6,0,0,0,0,7,0,0,0,0,0,0,0
CHANDIGARH,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2006, SUB-INSPECTORS,0,0,0,1,3,0,4,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2006, SUB-INSPECTORS,0,1,1,0,0,0,2,0,0,3,0,0,0,3
GOA,2006, SUB-INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
GUJARAT,2006, SUB-INSPECTORS,1,6,3,0,0,0,10,0,0,2,0,0,0,2
HARYANA,2006, SUB-INSPECTORS,1,1,1,0,0,0,3,0,0,2,0,0,0,2
HIMACHAL PRADESH,2006, SUB-INSPECTORS,0,1,1,0,0,0,2,0,0,1,0,0,0,1
JAMMU & KASHMIR,2006, SUB-INSPECTORS,0,1,0,0,6,0,7,1,0,0,0,1,0,2
JHARKHAND,2006, SUB-INSPECTORS,0,0,1,0,0,0,1,0,0,1,0,1,0,2
KARNATAKA,2006, SUB-INSPECTORS,0,11,2,5,1,0,19,0,0,0,0,0,0,0
KERALA,2006, SUB-INSPECTORS,8,14,1,1,0,0,24,0,0,0,0,0,0,0
LAKSHADWEEP,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2006, SUB-INSPECTORS,9,6,0,0,0,0,15,0,0,0,0,0,0,0
MAHARASHTRA,2006, SUB-INSPECTORS,2,71,8,2,1,0,84,0,0,2,1,1,0,4
MANIPUR,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006, SUB-INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MIZORAM,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2006, SUB-INSPECTORS,6,9,0,0,0,0,15,0,1,1,0,0,0,2
PUDUCHERRY,2006, SUB-INSPECTORS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PUNJAB,2006, SUB-INSPECTORS,0,1,1,0,0,0,2,1,0,4,0,0,1,6
RAJASTHAN,2006, SUB-INSPECTORS,3,4,1,0,0,0,8,0,0,0,0,0,0,0
SIKKIM,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2006, SUB-INSPECTORS,3,7,28,0,0,0,38,0,0,2,0,0,0,2
TRIPURA,2006, SUB-INSPECTORS,0,0,0,0,1,0,1,0,0,0,0,1,0,1
UTTAR PRADESH,2006, SUB-INSPECTORS,12,4,4,1,0,1,22,0,0,9,2,0,0,11
UTTARAKHAND,2006, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006, SUB-INSPECTORS,5,29,4,6,0,0,44,0,0,1,0,0,0,1
ANDAMAN & NICOBAR ISLANDS,2007, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2007, ASSISTANT SUB-INSPECTOS,0,3,0,2,0,0,5,0,0,1,0,0,0,1
ARUNACHAL PRADESH,2007, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2007, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
